userPrincipalName,displayName,department,jobTitle,jobFamily,city,country,costCenter,manager,businessUnit
"montgomery.macallister0907@contoso-health.com","Macallister, Montgomery W","Pharmacy Benefits","Formulary Manager","Clinical","Bristol","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"barnaby.mainwaring0908@contoso-health.com","Mainwaring, Barnaby J","Pharmacy Benefits","PBM Operations Lead","Clinical","Leeds","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"winifred.ottershaw0909@contoso-health.com","Ottershaw, Winifred O","Pharmacy Benefits","Director of Pharmacy","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"verity.montrose0910@contoso-health.com","Montrose, Verity D","Pharmacy Benefits","PBM Operations Lead","Clinical","Leeds","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"drusilla.bexworth0911@contoso-health.com","Bexworth, Drusilla D","Pharmacy Benefits","Director of Pharmacy","Clinical","Dublin","Ireland","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"odette.hepplewhite0912@contoso-health.com","Hepplewhite, Odette H","Pharmacy Benefits","Director of Pharmacy","Clinical","London","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"kester.elphinstone0913@contoso-health.com","Elphinstone, Kester K","Pharmacy Benefits","PBM Operations Lead","Clinical","Birmingham","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"helena.oglethorpe0914@contoso-health.com","Oglethorpe, Helena E","Pharmacy Benefits","Director of Pharmacy","Clinical","Manchester","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"lettice.osbaldeston0915@contoso-health.com","Osbaldeston, Lettice O","Pharmacy Benefits","Director of Pharmacy","Clinical","Cardiff","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"petra.duckworth0916@contoso-health.com","Duckworth, Petra D","Pharmacy Benefits","Pharmacy Benefit Analyst","Clinical","London","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"magdalena.marchetti0917@contoso-health.com","Marchetti, Magdalena E","Pharmacy Benefits","Clinical Pharmacist","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"xavier.applewhite0918@contoso-health.com","Applewhite, Xavier W","Pharmacy Benefits","Director of Pharmacy","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"torquil.kettlewell0919@contoso-health.com","Kettlewell, Torquil N","Pharmacy Benefits","Formulary Manager","Clinical","Belfast","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"anastasia.osgoode0920@contoso-health.com","Osgoode, Anastasia J","Pharmacy Benefits","Director of Pharmacy","Clinical","Cardiff","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"katherine.radcliffe0921@contoso-health.com","Radcliffe, Katherine M","Pharmacy Benefits","Pharmacy Benefit Analyst","Clinical","Belfast","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"lettice.clevedon0922@contoso-health.com","Clevedon, Lettice G","Pharmacy Benefits","Pharmacy Benefit Analyst","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"xanthe.brentwood0923@contoso-health.com","Brentwood, Xanthe D","Pharmacy Benefits","PBM Operations Lead","Clinical","Belfast","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"ivo.kirkbride0924@contoso-health.com","Kirkbride, Ivo E","Pharmacy Benefits","Director of Pharmacy","Clinical","Belfast","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"katherine.illingworth0925@contoso-health.com","Illingworth, Katherine E","Pharmacy Benefits","Pharmacy Benefit Analyst","Clinical","Manchester","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"rafferty.skelmersdale0926@contoso-health.com","Skelmersdale, Rafferty C","Pharmacy Benefits","PBM Operations Lead","Clinical","Manchester","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"kester.nettleship0927@contoso-health.com","Nettleship, Kester R","Pharmacy Benefits","Pharmacy Benefit Analyst","Clinical","Cardiff","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"norbert.sandringham0928@contoso-health.com","Sandringham, Norbert T","Pharmacy Benefits","Director of Pharmacy","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"vernon.dunstable0929@contoso-health.com","Dunstable, Vernon B","Pharmacy Benefits","Pharmacy Benefit Analyst","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"amelia.yoxall0930@contoso-health.com","Yoxall, Amelia M","Pharmacy Benefits","Director of Pharmacy","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"quentin.hetherington0931@contoso-health.com","Hetherington, Quentin R","Pharmacy Benefits","Formulary Manager","Clinical","Belfast","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"faustine.lymington0932@contoso-health.com","Lymington, Faustine B","Pharmacy Benefits","Pharmacy Benefit Analyst","Clinical","Manchester","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"nolan.inglewood0933@contoso-health.com","Inglewood, Nolan T","Pharmacy Benefits","Formulary Manager","Clinical","Leeds","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"meredith.quested0934@contoso-health.com","Quested, Meredith C","Pharmacy Benefits","Clinical Pharmacist","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"humphrey.urquhart0935@contoso-health.com","Urquhart, Humphrey M","Pharmacy Benefits","Clinical Pharmacist","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"florence.radcliffe0936@contoso-health.com","Radcliffe, Florence K","Pharmacy Benefits","PBM Operations Lead","Clinical","Birmingham","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"kenelm.braithwaite0937@contoso-health.com","Braithwaite, Kenelm L","Pharmacy Benefits","Director of Pharmacy","Clinical","Dublin","Ireland","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"anastasia.attenborough0938@contoso-health.com","Attenborough, Anastasia J","Pharmacy Benefits","Clinical Pharmacist","Clinical","Leeds","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"temperance.pentland0939@contoso-health.com","Pentland, Temperance D","Pharmacy Benefits","Clinical Pharmacist","Clinical","Dublin","Ireland","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"beatrice.osgoode0940@contoso-health.com","Osgoode, Beatrice A","Pharmacy Benefits","Clinical Pharmacist","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"delphine.quested0941@contoso-health.com","Quested, Delphine W","Pharmacy Benefits","PBM Operations Lead","Clinical","Cardiff","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"percival.osgoode0942@contoso-health.com","Osgoode, Percival T","Pharmacy Benefits","PBM Operations Lead","Clinical","Bristol","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"callista.quennell0943@contoso-health.com","Quennell, Callista O","Pharmacy Benefits","Director of Pharmacy","Clinical","Belfast","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"cordelia.trelawney0944@contoso-health.com","Trelawney, Cordelia K","Pharmacy Benefits","PBM Operations Lead","Clinical","Dublin","Ireland","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"rafferty.darlington0945@contoso-health.com","Darlington, Rafferty M","Pharmacy Benefits","PBM Operations Lead","Clinical","Birmingham","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"alastair.danesfield0946@contoso-health.com","Danesfield, Alastair M","Pharmacy Benefits","Clinical Pharmacist","Clinical","Bristol","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"temperance.lymington0947@contoso-health.com","Lymington, Temperance N","Pharmacy Benefits","Formulary Manager","Clinical","Leeds","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"wallace.wainwright0948@contoso-health.com","Wainwright, Wallace B","Pharmacy Benefits","Clinical Pharmacist","Clinical","Manchester","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"hermione.braithwaite0949@contoso-health.com","Braithwaite, Hermione T","Pharmacy Benefits","Pharmacy Benefit Analyst","Clinical","Bristol","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"aurelia.hawksworth0950@contoso-health.com","Hawksworth, Aurelia G","Pharmacy Benefits","Director of Pharmacy","Clinical","Dublin","Ireland","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"verity.winstanley0951@contoso-health.com","Winstanley, Verity D","Pharmacy Benefits","PBM Operations Lead","Clinical","Bristol","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"eloise.waverley0952@contoso-health.com","Waverley, Eloise M","Pharmacy Benefits","Clinical Pharmacist","Clinical","Glasgow","United Kingdom","CC-1120","Haddonfield, Orlando R","Health Plan Operations"
"verity.cattermole0953@contoso-health.com","Cattermole, Verity N","Human Resources","Compensation Analyst","People","Manchester","United Kingdom","CC-1130","Trelawney, Marcus D","Corporate"
"sebastian.wetherby0954@contoso-health.com","Wetherby, Sebastian C","Human Resources","Compensation Analyst","People","Birmingham","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"beatrice.strachan0955@contoso-health.com","Strachan, Beatrice B","Human Resources","Talent Acquisition Partner","People","Bristol","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"humphrey.jarndyce0956@contoso-health.com","Jarndyce, Humphrey K","Human Resources","Learning & Development Manager","People","Glasgow","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"zephyrine.grantham0957@contoso-health.com","Grantham, Zephyrine J","Human Resources","Compensation Analyst","People","Bristol","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"ursula.skelmersdale0958@contoso-health.com","Skelmersdale, Ursula B","Human Resources","Talent Acquisition Partner","People","Birmingham","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"peregrine.yealand0959@contoso-health.com","Yealand, Peregrine K","Human Resources","HR Business Partner","People","London","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"thaddeus.quibell0960@contoso-health.com","Quibell, Thaddeus G","Human Resources","Compensation Analyst","People","Cardiff","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"norbert.glenister0961@contoso-health.com","Glenister, Norbert G","Human Resources","Chief People Officer","People","Cardiff","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"jerome.danesfield0962@contoso-health.com","Danesfield, Jerome B","Human Resources","HR Business Partner","People","Leeds","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"marianne.bickerstaff0963@contoso-health.com","Bickerstaff, Marianne O","Human Resources","HR Business Partner","People","London","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"adelaide.clevedon0964@contoso-health.com","Clevedon, Adelaide P","Human Resources","Learning & Development Manager","People","Leeds","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"pascoe.beauchamp0965@contoso-health.com","Beauchamp, Pascoe M","Human Resources","Learning & Development Manager","People","Leeds","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"delphine.netherby0966@contoso-health.com","Netherby, Delphine R","Human Resources","Chief People Officer","People","Dublin","Ireland","CC-1130","Cattermole, Verity N","Corporate"
"wallace.vansittart0967@contoso-health.com","Vansittart, Wallace M","Human Resources","Compensation Analyst","People","Cardiff","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"rupert.ivorson0968@contoso-health.com","Ivorson, Rupert S","Human Resources","Learning & Development Manager","People","Birmingham","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"florence.wolstenholme0969@contoso-health.com","Wolstenholme, Florence E","Human Resources","Chief People Officer","People","Cardiff","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"verity.wrexham0970@contoso-health.com","Wrexham, Verity M","Human Resources","Compensation Analyst","People","Belfast","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"lachlan.overton0971@contoso-health.com","Overton, Lachlan T","Human Resources","Learning & Development Manager","People","Leeds","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"faustine.macallister0972@contoso-health.com","Macallister, Faustine T","Human Resources","Learning & Development Manager","People","Leeds","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"anastasia.bramley0973@contoso-health.com","Bramley, Anastasia M","Human Resources","Learning & Development Manager","People","London","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"wilhelmina.bickerstaff0974@contoso-health.com","Bickerstaff, Wilhelmina F","Human Resources","Talent Acquisition Partner","People","Manchester","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"ysabel.oglethorpe0975@contoso-health.com","Oglethorpe, Ysabel G","Human Resources","Talent Acquisition Partner","People","London","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"evangeline.blackwood0976@contoso-health.com","Blackwood, Evangeline L","Human Resources","Talent Acquisition Partner","People","Bristol","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"petra.vansittart0977@contoso-health.com","Vansittart, Petra H","Human Resources","HR Business Partner","People","Glasgow","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"barnaby.fairweather0978@contoso-health.com","Fairweather, Barnaby S","Human Resources","Compensation Analyst","People","Cardiff","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
"ignatius.warrender0979@contoso-health.com","Warrender, Ignatius N","Human Resources","Compensation Analyst","People","Belfast","United Kingdom","CC-1130","Cattermole, Verity N","Corporate"
